date,cash,total_value,shares_BMNR,shares_BE,shares_OKLO,shares_IREN,shares_SNDK
2025-01-10,40009.798409461975,151914.33787441254,0,1355,1886,2941,0
2025-01-13,40009.798409461975,145129.9878692627,0,1355,1886,2941,0
2025-01-14,40009.798409461975,145508.72715377808,0,1355,1886,2941,0
2025-01-15,40009.798409461975,150253.7185974121,0,1355,1886,2941,0
2025-01-16,40009.798409461975,151305.8262615204,0,1355,1886,2941,0
2025-01-17,40009.798409461975,156814.28640079498,0,1355,1886,2941,0
2025-01-21,40009.798409461975,165630.7596435547,0,1355,1886,2941,0
2025-01-22,40009.798409461975,173339.6254377365,0,1355,1886,2941,0
2025-01-23,40009.798409461975,186757.20542526245,0,1355,1886,2941,0
2025-01-24,40009.798409461975,198448.9862127304,0,1355,1886,2941,0
2025-01-27,40009.798409461975,158737.0501127243,0,1355,1886,2941,0
2025-01-28,40009.798409461975,161647.39565372467,0,1355,1886,2941,0
2025-01-29,40009.798409461975,166261.67448711395,0,1355,1886,2941,0
2025-01-30,40009.798409461975,181213.95930290222,0,1355,1886,2941,0
2025-01-31,40009.798409461975,180494.18024253845,0,1355,1886,2941,0
2025-02-03,40009.798409461975,189981.0094690323,0,1355,1886,2941,0
2025-02-04,40009.798409461975,191168.26898288727,0,1355,1886,2941,0
2025-02-05,40009.798409461975,200681.9678220749,0,1355,1886,2941,0
2025-02-06,40009.798409461975,197748.24662303925,0,1355,1886,2941,0
2025-02-07,40009.798409461975,214915.11329078674,0,1355,1886,2941,0
2025-02-10,40009.798409461975,213569.2857093811,0,1355,1886,2941,0
2025-02-11,40009.798409461975,203602.75167369843,0,1355,1886,2941,0
2025-02-12,40009.798409461975,212648.290476799,0,1355,1886,2941,0
2025-02-13,20029.798409461975,215746.70464229584,0,1355,1886,2941,555
2025-02-14,20029.798409461975,212304.82770824432,0,1355,1886,2941,555
2025-02-18,20029.798409461975,214258.2580718994,0,1355,1886,2941,555
2025-02-19,20029.798409461975,204796.61639499664,0,1355,1886,2941,555
